shipment_id,origin,destination,route_type,material,quantity_tonnes,distance_km,freight_cost_inr,shipment_date,transporter
SHP05642,Bangalore,Hyderabad,Medium,Textiles,20.7,570.0,27753,2024-12-17,VRL Logistics
SHP05643,Mumbai,Delhi,Long,Steel Coils,18.8,1418.9,53600,2024-12-17,SafeExpress
SHP05644,Mumbai,Delhi,Long,Steel Coils,19.5,1417.8,56572,2024-12-17,TCI Freight
SHP05645,Mumbai,Delhi,Long,Packaged Foods,23.9,1418.8,68609,2024-12-17,VRL Logistics
SHP05646,Delhi,Kolkata,Long,Textiles,20.9,1506.3,62828,2024-12-17,VRL Logistics
SHP05647,Delhi,Kolkata,Long,FMCG,16.2,1508.3,49431,2024-12-17,Western Carriers
SHP05648,Mumbai,Pune,Short,Electronics,23.4,152.4,10933,2024-12-18,Shivam Freight Co
SHP05649,Mumbai,Pune,Short,Chemicals,11.6,148.3,5195,2024-12-18,TCI Freight
SHP05650,Mumbai,Pune,Short,Automobile Parts,11.0,152.8,5123,2024-12-18,Western Carriers
SHP05651,Delhi,Jaipur,Short,Automobile Parts,19.7,279.2,16279,2024-12-18,VRL Logistics
SHP05652,Delhi,Jaipur,Short,Textiles,10.2,279.0,8609,2024-12-18,TCI Freight
SHP05653,Chennai,Bangalore,Short,Steel Coils,16.5,352.0,16200,2024-12-18,Om Sai Transport
SHP05654,Chennai,Bangalore,Short,Electronics,19.4,351.7,18648,2024-12-18,Om Sai Transport
SHP05655,Ahmedabad,Mumbai,Medium,Automobile Parts,18.0,528.6,23399,2024-12-18,Shivam Freight Co
SHP05656,Ahmedabad,Mumbai,Medium,Steel Coils,22.7,526.1,29346,2024-12-18,Western Carriers
SHP05657,Ahmedabad,Mumbai,Medium,Chemicals,24.1,530.9,31153,2024-12-18,Western Carriers
SHP05658,Kolkata,Bhubaneswar,Medium,Electronics,10.5,439.4,11661,2024-12-18,TCI Freight
SHP05659,Bangalore,Hyderabad,Medium,Steel Coils,11.9,566.5,16347,2024-12-18,Om Sai Transport
SHP05660,Mumbai,Delhi,Long,Automobile Parts,13.6,1421.6,40286,2024-12-18,Shivam Freight Co
SHP05661,Delhi,Kolkata,Long,Chemicals,13.4,1507.2,40809,2024-12-18,TCI Freight
SHP05662,Delhi,Kolkata,Long,Packaged Foods,23.4,1506.4,71638,2024-12-18,Shivam Freight Co
SHP05663,Mumbai,Pune,Short,Automobile Parts,15.5,153.6,7094,2024-12-19,VRL Logistics
SHP05664,Delhi,Jaipur,Short,Electronics,16.9,278.6,13921,2024-12-19,SafeExpress
SHP05665,Chennai,Bangalore,Short,Automobile Parts,11.1,352.1,10686,2024-12-19,VRL Logistics
SHP05666,Chennai,Bangalore,Short,Electronics,19.9,350.9,19120,2024-12-19,TCI Freight
SHP05667,Chennai,Bangalore,Short,Textiles,14.4,351.3,14099,2024-12-19,TCI Freight
SHP05668,Ahmedabad,Mumbai,Medium,Textiles,15.5,529.0,20197,2024-12-19,Western Carriers
SHP05669,Ahmedabad,Mumbai,Medium,Electronics,19.4,527.9,24660,2024-12-19,Western Carriers
SHP05670,Ahmedabad,Mumbai,Medium,FMCG,11.7,526.7,15009,2024-12-19,VRL Logistics
SHP05671,Kolkata,Bhubaneswar,Medium,Textiles,15.2,437.8,16729,2024-12-19,Om Sai Transport
SHP05672,Kolkata,Bhubaneswar,Medium,FMCG,19.9,441.9,22245,2024-12-19,Shivam Freight Co
SHP05673,Kolkata,Bhubaneswar,Medium,Electronics,23.4,443.5,26574,2024-12-19,TCI Freight
SHP05674,Bangalore,Hyderabad,Medium,Chemicals,14.7,569.2,20034,2024-12-19,Western Carriers
SHP05675,Mumbai,Delhi,Long,Electronics,23.6,1418.4,69180,2024-12-19,VRL Logistics
SHP05676,Delhi,Kolkata,Long,Steel Coils,10.6,1512.4,32125,2024-12-19,SafeExpress
SHP05677,Mumbai,Pune,Short,Electronics,16.9,153.1,7692,2024-12-20,TCI Freight
SHP05678,Mumbai,Pune,Short,Electronics,24.3,147.1,10679,2024-12-20,VRL Logistics
SHP05679,Mumbai,Pune,Short,Packaged Foods,13.6,151.5,6255,2024-12-20,Om Sai Transport
SHP05680,Delhi,Jaipur,Short,Steel Coils,14.3,283.0,12138,2024-12-20,TCI Freight
SHP05681,Delhi,Jaipur,Short,Electronics,21.6,277.6,17714,2024-12-20,Shivam Freight Co
SHP05682,Chennai,Bangalore,Short,Packaged Foods,20.7,347.4,20028,2024-12-20,VRL Logistics
SHP05683,Ahmedabad,Mumbai,Medium,Chemicals,17.2,527.3,22291,2024-12-20,Shivam Freight Co
SHP05684,Ahmedabad,Mumbai,Medium,Chemicals,14.2,531.7,18837,2024-12-20,VRL Logistics
SHP05685,Ahmedabad,Mumbai,Medium,Steel Coils,22.0,526.7,28771,2024-12-20,VRL Logistics
SHP05686,Kolkata,Bhubaneswar,Medium,FMCG,23.5,436.7,25138,2024-12-20,Shivam Freight Co
SHP05687,Bangalore,Hyderabad,Medium,FMCG,20.9,571.9,28120,2024-12-20,TCI Freight
SHP05688,Bangalore,Hyderabad,Medium,Chemicals,17.1,571.7,22978,2024-12-20,Western Carriers
SHP05689,Mumbai,Delhi,Long,Packaged Foods,16.9,1417.4,49418,2024-12-20,Om Sai Transport
SHP05690,Mumbai,Delhi,Long,FMCG,14.4,1419.9,41653,2024-12-20,Shivam Freight Co
SHP05691,Mumbai,Delhi,Long,Electronics,21.6,1417.2,63289,2024-12-20,Western Carriers
SHP05692,Delhi,Kolkata,Long,FMCG,10.6,1514.0,31517,2024-12-20,VRL Logistics
SHP05693,Mumbai,Pune,Short,Chemicals,24.3,150.9,10879,2024-12-21,Western Carriers
SHP05694,Delhi,Jaipur,Short,Textiles,20.2,280.6,16640,2024-12-21,Om Sai Transport
SHP05695,Chennai,Bangalore,Short,Chemicals,18.6,346.9,17570,2024-12-21,Om Sai Transport
SHP05696,Chennai,Bangalore,Short,Chemicals,13.3,346.6,12452,2024-12-21,Western Carriers
SHP05697,Chennai,Bangalore,Short,Steel Coils,13.1,352.5,12519,2024-12-21,Om Sai Transport
SHP05698,Ahmedabad,Mumbai,Medium,Electronics,10.8,529.2,14064,2024-12-21,Western Carriers
SHP05699,Ahmedabad,Mumbai,Medium,FMCG,23.7,533.9,30934,2024-12-21,Western Carriers
SHP05700,Ahmedabad,Mumbai,Medium,Chemicals,18.2,527.7,23820,2024-12-21,Shivam Freight Co
SHP05701,Kolkata,Bhubaneswar,Medium,Packaged Foods,14.8,438.3,16650,2024-12-21,Om Sai Transport
SHP05702,Kolkata,Bhubaneswar,Medium,Steel Coils,21.7,441.8,23991,2024-12-21,VRL Logistics
SHP05703,Bangalore,Hyderabad,Medium,Packaged Foods,16.4,570.7,23184,2024-12-21,VRL Logistics
SHP05704,Bangalore,Hyderabad,Medium,Packaged Foods,17.1,573.2,23872,2024-12-21,Western Carriers
SHP05705,Mumbai,Delhi,Long,Electronics,12.3,1422.0,36073,2024-12-21,SafeExpress
SHP05706,Mumbai,Delhi,Long,Electronics,11.1,1417.2,32124,2024-12-21,Om Sai Transport
SHP05707,Delhi,Kolkata,Long,Chemicals,19.9,1512.7,60102,2024-12-21,Western Carriers
SHP05708,Mumbai,Pune,Short,Packaged Foods,20.1,153.8,9248,2024-12-22,VRL Logistics
SHP05709,Mumbai,Pune,Short,FMCG,20.4,152.2,9140,2024-12-22,Shivam Freight Co
SHP05710,Mumbai,Pune,Short,Automobile Parts,21.4,153.6,9716,2024-12-22,Om Sai Transport
SHP05711,Delhi,Jaipur,Short,Chemicals,10.3,283.0,8409,2024-12-22,VRL Logistics
SHP05712,Delhi,Jaipur,Short,Automobile Parts,19.0,279.2,15530,2024-12-22,SafeExpress
SHP05713,Chennai,Bangalore,Short,Steel Coils,12.1,352.9,11925,2024-12-22,Western Carriers
SHP05714,Ahmedabad,Mumbai,Medium,FMCG,21.1,529.9,27202,2024-12-22,Shivam Freight Co
SHP05715,Kolkata,Bhubaneswar,Medium,Packaged Foods,23.7,440.0,26185,2024-12-22,TCI Freight
SHP05716,Kolkata,Bhubaneswar,Medium,Steel Coils,13.7,439.4,15089,2024-12-22,Shivam Freight Co
SHP05717,Kolkata,Bhubaneswar,Medium,FMCG,16.1,442.4,18217,2024-12-22,SafeExpress
SHP05718,Bangalore,Hyderabad,Medium,Electronics,17.9,570.3,24073,2024-12-22,Om Sai Transport
SHP05719,Bangalore,Hyderabad,Medium,FMCG,15.0,567.9,20416,2024-12-22,TCI Freight
SHP05720,Bangalore,Hyderabad,Medium,Textiles,12.1,569.9,16586,2024-12-22,TCI Freight
SHP05721,Mumbai,Delhi,Long,Textiles,18.3,1421.5,53786,2024-12-22,VRL Logistics
SHP05722,Delhi,Kolkata,Long,Automobile Parts,21.5,1507.7,65116,2024-12-22,Shivam Freight Co
SHP05723,Mumbai,Pune,Short,Automobile Parts,12.5,150.2,5780,2024-12-23,SafeExpress
SHP05724,Mumbai,Pune,Short,Automobile Parts,23.6,150.3,10854,2024-12-23,Om Sai Transport
SHP05725,Delhi,Jaipur,Short,Chemicals,12.9,282.7,10859,2024-12-23,Shivam Freight Co
SHP05726,Delhi,Jaipur,Short,Automobile Parts,20.4,276.3,16515,2024-12-23,VRL Logistics
SHP05727,Delhi,Jaipur,Short,Textiles,16.2,280.2,13495,2024-12-23,TCI Freight
SHP05728,Chennai,Bangalore,Short,Automobile Parts,14.0,353.5,13528,2024-12-23,Shivam Freight Co
SHP05729,Chennai,Bangalore,Short,Textiles,16.0,347.0,15046,2024-12-23,VRL Logistics
SHP05730,Ahmedabad,Mumbai,Medium,Textiles,16.0,529.5,20841,2024-12-23,TCI Freight
SHP05731,Ahmedabad,Mumbai,Medium,FMCG,17.7,528.4,23000,2024-12-23,VRL Logistics
SHP05732,Ahmedabad,Mumbai,Medium,Chemicals,11.2,528.0,14688,2024-12-23,Shivam Freight Co
SHP05733,Kolkata,Bhubaneswar,Medium,Automobile Parts,15.7,437.7,17098,2024-12-23,TCI Freight
SHP05734,Kolkata,Bhubaneswar,Medium,Packaged Foods,11.5,439.0,12682,2024-12-23,Om Sai Transport
SHP05735,Kolkata,Bhubaneswar,Medium,Steel Coils,11.1,443.0,12401,2024-12-23,SafeExpress
SHP05736,Bangalore,Hyderabad,Medium,Textiles,15.1,572.3,21078,2024-12-23,SafeExpress
SHP05737,Mumbai,Delhi,Long,Automobile Parts,16.0,1417.4,48035,2024-12-23,TCI Freight
SHP05738,Mumbai,Delhi,Long,FMCG,23.9,1422.0,71928,2024-12-23,Om Sai Transport
SHP05739,Delhi,Kolkata,Long,FMCG,22.1,1513.9,66309,2024-12-23,Western Carriers
SHP05740,Mumbai,Pune,Short,Textiles,24.9,148.5,11107,2024-12-24,Western Carriers
SHP05741,Mumbai,Pune,Short,Packaged Foods,16.4,149.3,7172,2024-12-24,Shivam Freight Co
SHP05742,Mumbai,Pune,Short,Steel Coils,24.3,146.7,10643,2024-12-24,Om Sai Transport
SHP05743,Delhi,Jaipur,Short,Chemicals,24.5,283.7,20426,2024-12-24,SafeExpress
SHP05744,Chennai,Bangalore,Short,FMCG,11.5,347.0,11272,2024-12-24,SafeExpress
SHP05745,Chennai,Bangalore,Short,Chemicals,22.0,351.9,21566,2024-12-24,Om Sai Transport
SHP05746,Chennai,Bangalore,Short,Chemicals,19.9,350.3,19701,2024-12-24,VRL Logistics
SHP05747,Ahmedabad,Mumbai,Medium,Textiles,24.7,529.6,32565,2024-12-24,Shivam Freight Co
SHP05748,Ahmedabad,Mumbai,Medium,Electronics,19.1,532.2,24927,2024-12-24,VRL Logistics
SHP05749,Ahmedabad,Mumbai,Medium,FMCG,11.7,526.3,15148,2024-12-24,Western Carriers
SHP05750,Kolkata,Bhubaneswar,Medium,Chemicals,22.2,437.9,24681,2024-12-24,VRL Logistics
SHP05751,Bangalore,Hyderabad,Medium,Electronics,22.2,573.7,29764,2024-12-24,SafeExpress
SHP05752,Bangalore,Hyderabad,Medium,Electronics,17.3,567.4,23314,2024-12-24,Western Carriers
SHP05753,Bangalore,Hyderabad,Medium,FMCG,23.1,570.6,30888,2024-12-24,Om Sai Transport
SHP05754,Mumbai,Delhi,Long,Chemicals,19.2,1418.0,55833,2024-12-24,VRL Logistics
SHP05755,Mumbai,Delhi,Long,FMCG,22.5,1418.3,66612,2024-12-24,Western Carriers
SHP05756,Delhi,Kolkata,Long,Automobile Parts,15.3,1511.6,46121,2024-12-24,VRL Logistics
SHP05757,Delhi,Kolkata,Long,Automobile Parts,10.1,1507.3,29973,2024-12-24,Western Carriers
SHP05758,Delhi,Kolkata,Long,Packaged Foods,23.3,1513.1,70904,2024-12-24,Western Carriers
SHP05759,Mumbai,Pune,Short,Textiles,16.9,148.2,7699,2024-12-25,Western Carriers
SHP05760,Delhi,Jaipur,Short,Automobile Parts,14.7,277.5,12015,2024-12-25,Western Carriers
SHP05761,Delhi,Jaipur,Short,Textiles,13.4,277.7,10975,2024-12-25,Western Carriers
SHP05762,Delhi,Jaipur,Short,Electronics,17.3,280.1,14261,2024-12-25,Shivam Freight Co
SHP05763,Chennai,Bangalore,Short,Steel Coils,18.3,346.1,17335,2024-12-25,Western Carriers
SHP05764,Chennai,Bangalore,Short,Automobile Parts,14.3,351.7,13647,2024-12-25,SafeExpress
SHP05765,Ahmedabad,Mumbai,Medium,FMCG,10.6,531.9,13966,2024-12-25,TCI Freight
SHP05766,Ahmedabad,Mumbai,Medium,FMCG,14.2,528.4,18827,2024-12-25,VRL Logistics
SHP05767,Ahmedabad,Mumbai,Medium,FMCG,20.6,527.4,27211,2024-12-25,Om Sai Transport
SHP05768,Kolkata,Bhubaneswar,Medium,Chemicals,21.8,442.2,24198,2024-12-25,Om Sai Transport
SHP05769,Kolkata,Bhubaneswar,Medium,FMCG,17.3,441.1,19034,2024-12-25,SafeExpress
SHP05770,Bangalore,Hyderabad,Medium,Electronics,18.6,571.3,25762,2024-12-25,Om Sai Transport
SHP05771,Bangalore,Hyderabad,Medium,Automobile Parts,12.1,566.4,16780,2024-12-25,VRL Logistics
SHP05772,Mumbai,Delhi,Long,Chemicals,22.4,1419.8,65244,2024-12-25,Om Sai Transport
SHP05773,Mumbai,Delhi,Long,Chemicals,20.9,1423.1,60507,2024-12-25,SafeExpress
SHP05774,Mumbai,Delhi,Long,Chemicals,20.1,1423.7,59024,2024-12-25,VRL Logistics
SHP05775,Delhi,Kolkata,Long,Packaged Foods,17.3,1513.5,51591,2024-12-25,SafeExpress
SHP05776,Delhi,Kolkata,Long,Textiles,14.5,1507.0,42829,2024-12-25,SafeExpress
SHP05777,Delhi,Kolkata,Long,Chemicals,11.2,1511.7,32887,2024-12-25,TCI Freight
SHP05778,Mumbai,Pune,Short,FMCG,22.0,149.7,9682,2024-12-26,VRL Logistics
SHP05779,Mumbai,Pune,Short,FMCG,17.3,153.0,7967,2024-12-26,Western Carriers
SHP05780,Mumbai,Pune,Short,Textiles,18.2,150.1,8147,2024-12-26,Western Carriers
SHP05781,Delhi,Jaipur,Short,Chemicals,20.0,284.0,16778,2024-12-26,Western Carriers
SHP05782,Delhi,Jaipur,Short,Packaged Foods,20.9,282.7,17189,2024-12-26,SafeExpress
SHP05783,Chennai,Bangalore,Short,Packaged Foods,15.1,351.1,14471,2024-12-26,Om Sai Transport
SHP05784,Ahmedabad,Mumbai,Medium,Steel Coils,18.3,531.8,23119,2024-12-26,Om Sai Transport
SHP05785,Ahmedabad,Mumbai,Medium,Chemicals,18.6,529.2,23778,2024-12-26,SafeExpress
SHP05786,Ahmedabad,Mumbai,Medium,Chemicals,16.2,531.3,20440,2024-12-26,SafeExpress
SHP05787,Kolkata,Bhubaneswar,Medium,Chemicals,18.2,442.7,19859,2024-12-26,Western Carriers
SHP05788,Kolkata,Bhubaneswar,Medium,Automobile Parts,16.9,444.0,18604,2024-12-26,Western Carriers
SHP05789,Kolkata,Bhubaneswar,Medium,Packaged Foods,24.6,440.2,27138,2024-12-26,Shivam Freight Co
SHP05790,Bangalore,Hyderabad,Medium,FMCG,22.5,569.8,30614,2024-12-26,Shivam Freight Co
SHP05791,Bangalore,Hyderabad,Medium,FMCG,22.2,569.6,29959,2024-12-26,Shivam Freight Co
SHP05792,Bangalore,Hyderabad,Medium,Electronics,17.7,570.2,24088,2024-12-26,Western Carriers
SHP05793,Mumbai,Delhi,Long,FMCG,10.5,1417.8,31118,2024-12-26,Western Carriers
SHP05794,Mumbai,Delhi,Long,Steel Coils,24.5,1416.3,72725,2024-12-26,VRL Logistics
SHP05795,Mumbai,Delhi,Long,Electronics,18.9,1420.0,55886,2024-12-26,SafeExpress
SHP05796,Delhi,Kolkata,Long,Steel Coils,23.0,1510.3,70355,2024-12-26,TCI Freight
SHP05797,Delhi,Kolkata,Long,Textiles,10.9,1509.3,32867,2024-12-26,Western Carriers
SHP05798,Mumbai,Pune,Short,Automobile Parts,16.6,149.2,7522,2024-12-27,VRL Logistics
SHP05799,Mumbai,Pune,Short,Steel Coils,11.3,151.4,5222,2024-12-27,TCI Freight
SHP05800,Delhi,Jaipur,Short,FMCG,17.1,278.2,13749,2024-12-27,Shivam Freight Co
SHP05801,Delhi,Jaipur,Short,Steel Coils,15.0,277.6,11955,2024-12-27,Shivam Freight Co
SHP05802,Delhi,Jaipur,Short,Steel Coils,24.6,277.5,19757,2024-12-27,Shivam Freight Co
SHP05803,Chennai,Bangalore,Short,Steel Coils,24.3,349.1,22895,2024-12-27,VRL Logistics
SHP05804,Chennai,Bangalore,Short,Electronics,13.3,353.6,12598,2024-12-27,Shivam Freight Co
SHP05805,Chennai,Bangalore,Short,Textiles,16.9,354.0,16400,2024-12-27,Shivam Freight Co
SHP05806,Ahmedabad,Mumbai,Medium,Electronics,16.5,528.7,21470,2024-12-27,Om Sai Transport
SHP05807,Kolkata,Bhubaneswar,Medium,Electronics,15.5,442.0,16780,2024-12-27,TCI Freight
SHP05808,Kolkata,Bhubaneswar,Medium,Packaged Foods,21.4,437.6,23250,2024-12-27,Shivam Freight Co
SHP05809,Bangalore,Hyderabad,Medium,FMCG,23.2,572.7,32072,2024-12-27,SafeExpress
SHP05810,Bangalore,Hyderabad,Medium,Automobile Parts,13.1,570.8,17906,2024-12-27,Om Sai Transport
SHP05811,Mumbai,Delhi,Long,Automobile Parts,18.0,1417.0,51471,2024-12-27,Om Sai Transport
SHP05812,Mumbai,Delhi,Long,Steel Coils,21.6,1422.2,61760,2024-12-27,Om Sai Transport
SHP05813,Delhi,Kolkata,Long,Packaged Foods,21.3,1507.5,63650,2024-12-27,Om Sai Transport
SHP05814,Mumbai,Pune,Short,Packaged Foods,21.5,149.8,9840,2024-12-28,Shivam Freight Co
SHP05815,Mumbai,Pune,Short,Steel Coils,18.8,150.3,8490,2024-12-28,VRL Logistics
SHP05816,Mumbai,Pune,Short,Packaged Foods,10.5,153.5,4931,2024-12-28,VRL Logistics
SHP05817,Delhi,Jaipur,Short,Electronics,12.9,283.1,10523,2024-12-28,TCI Freight
SHP05818,Chennai,Bangalore,Short,FMCG,14.2,347.7,13746,2024-12-28,Shivam Freight Co
SHP05819,Chennai,Bangalore,Short,Electronics,19.7,347.0,19314,2024-12-28,Shivam Freight Co
SHP05820,Chennai,Bangalore,Short,Chemicals,13.3,348.2,12778,2024-12-28,Western Carriers
SHP05821,Ahmedabad,Mumbai,Medium,Automobile Parts,20.3,532.0,26301,2024-12-28,TCI Freight
SHP05822,Ahmedabad,Mumbai,Medium,Electronics,18.1,531.3,23974,2024-12-28,Western Carriers
SHP05823,Kolkata,Bhubaneswar,Medium,FMCG,15.3,442.8,16760,2024-12-28,Western Carriers
SHP05824,Kolkata,Bhubaneswar,Medium,Chemicals,15.5,437.2,16948,2024-12-28,Om Sai Transport
SHP05825,Bangalore,Hyderabad,Medium,Electronics,14.3,567.3,19338,2024-12-28,Om Sai Transport
SHP05826,Bangalore,Hyderabad,Medium,Chemicals,16.8,571.0,23091,2024-12-28,SafeExpress
SHP05827,Bangalore,Hyderabad,Medium,Electronics,15.4,570.2,20857,2024-12-28,Om Sai Transport
SHP05828,Mumbai,Delhi,Long,Chemicals,22.0,1417.7,63118,2024-12-28,SafeExpress
SHP05829,Mumbai,Delhi,Long,Electronics,19.1,1420.9,56385,2024-12-28,Western Carriers
SHP05830,Mumbai,Delhi,Long,Electronics,13.3,1420.1,38424,2024-12-28,VRL Logistics
SHP05831,Delhi,Kolkata,Long,FMCG,17.6,1506.8,52429,2024-12-28,Western Carriers
SHP05832,Mumbai,Pune,Short,Electronics,21.7,152.4,9943,2024-12-29,Shivam Freight Co
SHP05833,Mumbai,Pune,Short,Electronics,10.2,147.0,4475,2024-12-29,Western Carriers
SHP05834,Delhi,Jaipur,Short,Steel Coils,10.6,281.4,8846,2024-12-29,VRL Logistics
SHP05835,Delhi,Jaipur,Short,FMCG,17.1,280.0,14295,2024-12-29,TCI Freight
SHP05836,Delhi,Jaipur,Short,Chemicals,18.0,280.6,14801,2024-12-29,TCI Freight
SHP05837,Chennai,Bangalore,Short,Textiles,21.0,346.7,19748,2024-12-29,Om Sai Transport
SHP05838,Chennai,Bangalore,Short,Steel Coils,22.8,348.5,21650,2024-12-29,Shivam Freight Co
SHP05839,Chennai,Bangalore,Short,Electronics,18.5,348.6,17582,2024-12-29,SafeExpress
SHP05840,Ahmedabad,Mumbai,Medium,Textiles,16.2,531.4,20979,2024-12-29,TCI Freight
SHP05841,Ahmedabad,Mumbai,Medium,Chemicals,18.9,528.7,23922,2024-12-29,TCI Freight
SHP05842,Ahmedabad,Mumbai,Medium,Textiles,21.8,528.8,27832,2024-12-29,SafeExpress
SHP05843,Kolkata,Bhubaneswar,Medium,Automobile Parts,11.1,438.9,12152,2024-12-29,Om Sai Transport
SHP05844,Kolkata,Bhubaneswar,Medium,Packaged Foods,12.2,436.3,13598,2024-12-29,Western Carriers
SHP05845,Kolkata,Bhubaneswar,Medium,Steel Coils,22.1,437.2,24401,2024-12-29,SafeExpress
SHP05846,Bangalore,Hyderabad,Medium,Automobile Parts,24.6,571.5,33821,2024-12-29,Western Carriers
SHP05847,Mumbai,Delhi,Long,Electronics,22.4,1421.8,65405,2024-12-29,Om Sai Transport
SHP05848,Delhi,Kolkata,Long,Packaged Foods,18.5,1509.6,55538,2024-12-29,SafeExpress
SHP05849,Delhi,Kolkata,Long,Packaged Foods,10.1,1511.3,29899,2024-12-29,Shivam Freight Co
SHP05850,Delhi,Kolkata,Long,Automobile Parts,14.5,1510.8,43462,2024-12-29,Western Carriers
SHP05851,Mumbai,Pune,Short,Steel Coils,13.1,152.0,6151,2024-12-30,SafeExpress
SHP05852,Delhi,Jaipur,Short,Electronics,18.4,282.2,15234,2024-12-30,Om Sai Transport
SHP05853,Delhi,Jaipur,Short,Electronics,17.7,281.3,14626,2024-12-30,VRL Logistics
SHP05854,Chennai,Bangalore,Short,Packaged Foods,21.8,352.4,20854,2024-12-30,TCI Freight
SHP05855,Chennai,Bangalore,Short,FMCG,11.5,347.6,10786,2024-12-30,Western Carriers
SHP05856,Ahmedabad,Mumbai,Medium,Textiles,18.4,531.1,23741,2024-12-30,SafeExpress
SHP05857,Ahmedabad,Mumbai,Medium,Chemicals,20.7,532.5,27109,2024-12-30,VRL Logistics
SHP05858,Kolkata,Bhubaneswar,Medium,Chemicals,20.3,442.3,22539,2024-12-30,SafeExpress
SHP05859,Kolkata,Bhubaneswar,Medium,FMCG,23.2,442.1,25576,2024-12-30,Western Carriers
SHP05860,Bangalore,Hyderabad,Medium,Automobile Parts,10.4,573.5,14143,2024-12-30,VRL Logistics
SHP05861,Bangalore,Hyderabad,Medium,Chemicals,11.3,573.3,15296,2024-12-30,VRL Logistics
SHP05862,Bangalore,Hyderabad,Medium,FMCG,16.6,571.9,22689,2024-12-30,TCI Freight
SHP05863,Mumbai,Delhi,Long,Chemicals,22.2,1418.2,64267,2024-12-30,SafeExpress
SHP05864,Mumbai,Delhi,Long,Automobile Parts,19.3,1420.1,56197,2024-12-30,Om Sai Transport
SHP05865,Delhi,Kolkata,Long,Electronics,10.7,1507.2,32925,2024-12-30,TCI Freight
SHP05866,Mumbai,Pune,Short,Steel Coils,22.0,148.2,10044,2024-12-31,VRL Logistics
SHP05867,Mumbai,Pune,Short,Textiles,14.5,153.4,6837,2024-12-31,VRL Logistics
SHP05868,Delhi,Jaipur,Short,Packaged Foods,25.0,278.6,20377,2024-12-31,Western Carriers
SHP05869,Delhi,Jaipur,Short,Automobile Parts,10.5,278.8,8577,2024-12-31,Shivam Freight Co
SHP05870,Delhi,Jaipur,Short,FMCG,18.2,276.0,14706,2024-12-31,VRL Logistics
SHP05871,Chennai,Bangalore,Short,FMCG,10.0,349.1,9512,2024-12-31,Shivam Freight Co
SHP05872,Chennai,Bangalore,Short,Automobile Parts,16.0,347.7,15223,2024-12-31,SafeExpress
SHP05873,Ahmedabad,Mumbai,Medium,Packaged Foods,21.1,527.0,27154,2024-12-31,Om Sai Transport
SHP05874,Ahmedabad,Mumbai,Medium,FMCG,22.2,527.4,28559,2024-12-31,Om Sai Transport
SHP05875,Ahmedabad,Mumbai,Medium,Textiles,22.2,531.8,29113,2024-12-31,VRL Logistics
SHP05876,Kolkata,Bhubaneswar,Medium,Electronics,20.7,441.7,23044,2024-12-31,TCI Freight
SHP05877,Kolkata,Bhubaneswar,Medium,Textiles,10.7,443.2,11982,2024-12-31,Shivam Freight Co
SHP05878,Bangalore,Hyderabad,Medium,Chemicals,13.3,567.8,17790,2024-12-31,SafeExpress
SHP05879,Bangalore,Hyderabad,Medium,FMCG,19.9,571.7,26696,2024-12-31,Om Sai Transport
SHP05880,Bangalore,Hyderabad,Medium,FMCG,14.7,570.1,19664,2024-12-31,Shivam Freight Co
SHP05881,Mumbai,Delhi,Long,Packaged Foods,17.2,1422.3,49913,2024-12-31,Shivam Freight Co
SHP05882,Mumbai,Delhi,Long,FMCG,23.3,1423.9,66239,2024-12-31,VRL Logistics
SHP05883,Delhi,Kolkata,Long,Chemicals,18.1,1506.8,55905,2024-12-31,Shivam Freight Co
SHP05884,Delhi,Kolkata,Long,Chemicals,23.7,1509.1,73090,2024-12-31,VRL Logistics
SHP05885,Mumbai,Pune,Short,Electronics,23.7,146.9,10529,2025-01-01,VRL Logistics
SHP05886,Mumbai,Pune,Short,Packaged Foods,15.3,146.3,6667,2025-01-01,Western Carriers
SHP05887,Mumbai,Pune,Short,Chemicals,22.2,152.5,10115,2025-01-01,SafeExpress
SHP05888,Delhi,Jaipur,Short,Automobile Parts,21.9,280.0,18109,2025-01-01,Shivam Freight Co
SHP05889,Chennai,Bangalore,Short,Steel Coils,24.2,348.5,23294,2025-01-01,Western Carriers
SHP05890,Chennai,Bangalore,Short,Chemicals,22.5,347.3,21816,2025-01-01,Western Carriers
SHP05891,Chennai,Bangalore,Short,Packaged Foods,22.7,353.6,22430,2025-01-01,SafeExpress
SHP05892,Ahmedabad,Mumbai,Medium,Chemicals,16.3,526.8,21168,2025-01-01,Om Sai Transport
SHP05893,Ahmedabad,Mumbai,Medium,Textiles,12.1,527.7,16031,2025-01-01,TCI Freight
SHP05894,Ahmedabad,Mumbai,Medium,FMCG,24.4,528.8,31699,2025-01-01,VRL Logistics
SHP05895,Kolkata,Bhubaneswar,Medium,Electronics,22.4,443.5,24364,2025-01-01,Shivam Freight Co
SHP05896,Bangalore,Hyderabad,Medium,Steel Coils,17.8,570.0,24662,2025-01-01,Western Carriers
SHP05897,Bangalore,Hyderabad,Medium,Packaged Foods,18.1,569.6,25090,2025-01-01,Shivam Freight Co
SHP05898,Mumbai,Delhi,Long,Electronics,21.8,1423.2,64550,2025-01-01,Shivam Freight Co
SHP05899,Delhi,Kolkata,Long,Packaged Foods,18.9,1514.0,58142,2025-01-01,SafeExpress
